slide_id,endometrium,myometrium,vessels
GTEX-X4EP-2325,-1.6358911513656367,1.2537465791411082,0.38214457222452847
GTEX-WEY5-0725,-2.045975014258544,1.7625111366176491,0.2834638776408943
GTEX-12WSG-2125,-1.5714394728779992,1.9942938725405135,-0.4228543996625143
GTEX-ZV6S-1525,0.4037427909999523,1.5038266323517655,-1.907569423351718
GTEX-ZC5H-2125,-3.2539064653295218,2.790485460430204,0.463421004899318
GTEX-1B97J-0225,-3.3770525034367904,2.4834037374512916,0.8936487659854985
GTEX-1LVAN-1925,-1.563828719221018,2.0632878302913666,-0.49945911107034807
GTEX-ZE7O-2325,-3.8453703451254992,1.9925582520786564,1.8528120930468421
GTEX-11ZVC-1525,-1.4786134778296742,1.814539009717141,-0.33592553188746743
GTEX-ZYVF-0525,-2.90538847585211,1.927580882175279,0.9778075936768307
GTEX-1F52S-2325,-2.7688118133890405,2.1987547099812974,0.5700571034077434
GTEX-131XG-2025,-0.8951246565412664,1.6709524856806328,-0.7758278291393664
GTEX-XUJ4-1525,-0.7681480341087127,1.4057077351425833,-0.6375597010338705
GTEX-ZAK1-2526,-2.7151825368875024,2.1858806690578785,0.5293018678296236
GTEX-NL3G-2425,-0.08600315153505204,0.5207295850165697,-0.4347264334815178
GTEX-1NV5F-1725,-1.95714713038514,1.7702868765502286,0.18686025383491148
GTEX-1ICG6-1425,-1.5270845005839047,1.3792199670253684,0.14786453355853615
GTEX-T5JW-1525,-1.0301252875789575,1.8579031724644945,-0.8277778848855377
GTEX-WWYW-2825,-1.1542414080370185,1.9327117115022776,-0.7784703034652595
GTEX-15ER7-2425,-3.1353231408802684,2.7005056008794646,0.4348175400008039
GTEX-131YS-2325,-3.1556545359142913,2.9236601747055198,0.23199436120877176
GTEX-RWS6-1325,1.2992656007741454,-0.4717186115791586,-0.8275469891949867
GTEX-133LE-1125,-3.7092898499009364,2.7731146469880406,0.9361752029128949
GTEX-R45C-2825,-1.0964933968085144,1.785545986598207,-0.6890525897896933
GTEX-S7SF-0825,-4.278730838181154,2.7207207765896317,1.5580100615915211
GTEX-WI4N-2425,-2.6623221934033974,2.1544940737732383,0.5078281196301592
GTEX-1F48J-2425,-3.7974794710696984,3.102562252530362,0.6949172185393365
GTEX-1MCYP-1225,-1.3375202350500823,1.532478431419673,-0.19495819636959075
GTEX-15DYW-2825,-3.593026797441344,2.522718577817648,1.0703082196236957
GTEX-14LZ3-2525,-1.7728396740149444,1.3782086364859876,0.3946310375289567
GTEX-1H1CY-2125,-0.9612011583318987,2.4386376975392654,-1.4774365392073672
GTEX-RU1J-1025,-3.0634120087076733,1.5840396207930412,1.4793723879146325
GTEX-15ETS-1525,-1.315461681434687,0.7154365832867446,0.6000250981479422
GTEX-R55G-1625,-1.1802080446414716,1.6508232874518196,-0.47061524281034806
GTEX-13S7M-1725,-3.658979483912945,3.0879052207448554,0.5710742631680896
GTEX-14H4A-2325,-1.1062530422672527,-0.5075965542969019,1.6138495965641546
GTEX-XV7Q-1525,-0.10218097855658632,1.936001604581282,-1.833820626024695
GTEX-WYBS-2725,-1.40580017653074,0.6635886720785089,0.7422115044522313
GTEX-W5WG-1325,-3.7241914882609417,3.15684360306816,0.5673478851927815
GTEX-U3ZN-0725,-0.6881515570506779,1.3949922210543249,-0.7068406640036468
GTEX-XMD2-2825,-3.3872585280504772,2.625222339885723,0.7620361881647547
GTEX-145MI-2525,-1.7122122372501525,1.513615062672373,0.19859717457777926
GTEX-15DZA-1325,-2.9545072481883525,2.5163610451884395,0.4381462029999125
GTEX-131XW-2825,-2.098295544105563,2.5116745611691127,-0.4133790170635501
GTEX-13NZ8-2625,-4.354094847924584,3.14310071192754,1.210994135997044
GTEX-14JG6-0825,-3.1835464342434974,2.281338036369721,0.9022083978737764
GTEX-11EM3-1925,-0.7776959799588339,1.7332301679373885,-0.9555341879785543
GTEX-139D8-2525,-1.7781349102142994,1.9158995959685605,-0.1377646857542612
GTEX-1PIEJ-1725,-2.6416883487298657,2.2158883346242013,0.4258000141056636
GTEX-Y114-1825,-1.4931616254179263,1.448617774292472,0.04454385112545438
GTEX-1313W-2825,-4.807282405199937,3.2683343086889356,1.5389480965110018
GTEX-1F88F-2025,-0.55883405086411,-0.34159932916353225,0.9004333800276422
GTEX-11ZTT-1725,-0.9918835254638836,1.2157834733447157,-0.22389994788083203
GTEX-11GSP-2425,-2.6590756510205895,1.8550803270516196,0.8039953239689703
GTEX-PWOO-1525,-3.7792322395613165,1.9588956040489829,1.820336635512333
GTEX-PWN1-2025,-1.3324060516200467,1.1455759802226548,0.18683007139739205
GTEX-1S5ZU-2725,-4.230938720044279,3.0542072533123936,1.1767314667318851
GTEX-15FZZ-1025,-1.237043874299306,1.7523596130797015,-0.5153157387803958
GTEX-TMMY-2225,-1.6961369599593064,1.7908120910335101,-0.0946751310742039
GTEX-WYVS-1225,-3.1196703089066395,2.3956208730453796,0.7240494358612601
GTEX-P4QT-2025,-2.283794181080802,2.096649350889101,0.1871448301917003
GTEX-ZYWO-2125,-1.7968803789300802,2.449967561723767,-0.6530871827936872
GTEX-X15G-1825,-2.346792542073809,1.4026557660776948,0.9441367759961142
GTEX-1117F-2425,-2.6508687130452255,2.2612091102549603,0.38965960279026457
GTEX-11XUK-1525,-2.2882134490775283,2.8228595858782377,-0.5346461368007093
GTEX-QDT8-2425,-0.4799405819699975,1.385406595643981,-0.9054660136739829
GTEX-S32W-1425,0.43013435321333293,1.5025856151778019,-1.9327199683911347
GTEX-OHPL-2025,0.35307407724059886,1.3508375643871509,-1.7039116416277496
GTEX-11P81-1625,-4.039141576889964,3.4855210515639596,0.5536205253260047
GTEX-13QBU-1625,-1.296450428411134,1.8982712198179539,-0.6018207914068195
GTEX-1399U-1325,-2.6043978179954075,2.7680183399136693,-0.1636205219182619
GTEX-1HBPH-2825,-0.9134678237925989,1.1528564695780792,-0.23938864578548033
GTEX-1GZ4H-0825,-0.4859829510425922,1.7696650423814049,-1.2836820913388127
GTEX-17JCI-2425,-2.5796102992893837,2.1023337513092692,0.47727654798011454
GTEX-13N11-1125,-3.133915324324556,2.616937487284161,0.5169778370403947
GTEX-1CAV2-1425,-2.534849724289301,2.3230810133029203,0.2117687109863805
GTEX-XMD3-2425,-3.5212672926317437,2.279379959166276,1.2418873334654674
GTEX-1I1CD-2225,-2.3685386110473314,1.9088433266841418,0.45969528436318974
GTEX-145LS-2425,-1.5359888418388405,2.1373257225124416,-0.6013368806736015
GTEX-18A7A-2925,-1.739217342042822,1.6012759169123474,0.137941425130474
GTEX-1KANC-1125,-2.087955134787217,1.5451840929780913,0.5427710418091257
GTEX-1EWIQ-2425,-3.012764265446742,1.1545452459004963,1.8582190195462456
GTEX-16MT8-2325,-2.1046893349663733,1.5207473644244933,0.5839419705418794
GTEX-VJWN-2825,-1.1916298571534811,1.6340241531845119,-0.44239429603103086
GTEX-1B932-2725,-1.197724283173311,1.0335322576745094,0.16419202549880144
GTEX-14PN3-1725,0.040156621215722235,0.9388638231541552,-0.9790204443698775
GTEX-14BMU-1825,-3.261223419194539,2.7796373178679072,0.48158610132663127
GTEX-1QPFJ-1825,-2.1927899615210937,1.246620434490627,0.9461695270304664
GTEX-15EOM-1625,-0.3518854007375806,0.9892546889088089,-0.6373692881712284
GTEX-1MA7W-1525,-1.6658371584977223,2.1267011965554,-0.46086403805767795
GTEX-1AMEY-0625,-4.542920639159004,3.2484703640164945,1.2944502751425084
GTEX-12WSB-2325,-2.1223146473339303,1.9867284021932818,0.13558624514064846
GTEX-YJ8O-1125,-3.9119822186862483,2.1548695845170736,1.7571126341691747
GTEX-13O3O-2925,-0.33995871225714885,1.7039401828033547,-1.3639814705462059
GTEX-16A39-0725,-2.2930117631058393,0.8916795530707251,1.4013322100351144
GTEX-1GZHY-2525,-2.6049077305438737,2.3630334710673315,0.24187425947654137
GTEX-1399S-2225,-1.3534718267400918,1.8353203848123552,-0.48184855807226323
GTEX-11I78-2125,-0.8775680601523446,2.131666751694318,-1.2540986915419736
GTEX-T6MO-1525,-0.39030390438559937,1.2484918195324728,-0.8581879151468731
GTEX-N7MT-0725,-1.030380317934218,1.173944623534173,-0.14356430559995526
GTEX-1GN1W-1325,-3.2790022280673288,2.5380521221159555,0.7409501059513733
GTEX-1HCUA-1225,-1.694428035802174,1.9590162572519711,-0.2645882214497972
GTEX-1A3MW-2825,-2.6436688338475003,2.6914066683412012,-0.04773783449370087
GTEX-14PHY-1725,-0.08947255676989141,0.8231486094951197,-0.7336760527252284
GTEX-1JN76-1625,-1.0781267504809031,1.7506444808453205,-0.6725177303644178
GTEX-1GF9X-2225,0.5443245837026907,-2.054331792153123,1.5100072084504323
GTEX-ZYY3-2825,-3.1493171097322437,2.828842149625337,0.3204749601069066
GTEX-13SLX-2725,-4.211141134579016,2.465093317823049,1.7460478167559668
GTEX-1IKOE-2425,-1.92580784370976,1.7506467880829364,0.17516105562682413
GTEX-14DAQ-2425,-2.26304561123048,2.2262269423684202,0.03681866886205989
GTEX-15DCZ-2225,-3.4991138736615772,2.9638399827698167,0.5352738908917608
GTEX-R55G-1925,-0.11351257744786576,1.5348899492614505,-1.421377371813585
GTEX-13FTY-1925,-2.807114349060896,2.2222688902881824,0.5848454587727132
GTEX-POMQ-1225,-2.2700038121470425,1.3378407076174197,0.9321631045296226
GTEX-13VXT-1625,-1.0602686470977847,1.866494770777005,-0.8062261236792204
GTEX-ZP4G-0725,-1.7350466152618025,1.8919097214254381,-0.15686310616363594
GTEX-1F5PL-1525,-1.1165597927510922,2.0617852915642962,-0.9452254988132041
GTEX-1IDJI-1725,-1.4088406069053656,1.0130031247160192,0.3958374821893462
GTEX-1269C-2025,-2.660942223119485,1.7539913978458705,0.9069508252736143
GTEX-1F6RS-2925,-0.8731135416527834,1.4460839024630467,-0.5729703608102631
GTEX-1GF9U-1825,-2.4326757596777124,1.486098621522302,0.94657713815541
GTEX-18D9A-0925,-2.367280122257584,2.253683373969993,0.11359674828759132
GTEX-14PKV-1425,-0.3033654750056182,1.4009459190073366,-1.0975804440017187
GTEX-1IE54-2225,-4.10558934601381,3.7144483787894145,0.3911409672243959
GTEX-132AR-1525,-3.3152038145360168,2.1279809395139138,1.1872228750221034
GTEX-1OJC4-2125,-1.8789705595448085,1.5262126171585022,0.3527579423863064
GTEX-OHPN-1925,-0.23747092542552267,0.8034414967798466,-0.565970571354324
GTEX-11DXX-1525,-2.8315401151931177,1.785096978169464,1.046443137023654
GTEX-OXRO-3025,-1.7071716640272887,1.954815136584282,-0.2476434725569937
GTEX-1C475-0625,-3.510100251694864,2.390171951787454,1.1199282999074103
GTEX-XYKS-1625,0.2517925926756276,0.3634732767059105,-0.6152658693815382
GTEX-13QIC-1925,-2.4726729146368553,1.949422253105724,0.5232506615311311
GTEX-OXRP-1925,-0.7544442325757436,1.322273227425628,-0.5678289948498847
GTEX-13OVI-1025,-1.6409905325574805,1.2718021536442417,0.36918837891323897
GTEX-1A32A-2825,-2.729888645003674,1.7242142831556402,1.005674361848034
GTEX-14PHW-2425,-3.5499366277156708,2.6718368990306924,0.8780997286849787
GTEX-Q734-1625,-1.2749984024549341,1.796790972714471,-0.5217925702595368
GTEX-11VI4-0925,-2.464820056002168,1.6186936093346023,0.8461264466675652
GTEX-ZAJG-2825,-2.3463959347378034,2.0671396117810192,0.2792563229567843
GTEX-PLZ4-2425,0.3744638495306996,0.7445497435184726,-1.119013593049172
GTEX-12WSD-2825,-3.5409751624440937,2.5045853186508933,1.0363898437932004
GTEX-ZVT2-0425,-1.2724951333092727,1.6993739130840109,-0.4268787797747379
GTEX-13PL7-2025,-2.8625253918085543,2.009054916322585,0.8534704754859695
GTEX-1J8QM-1525,0.22026815961996174,1.7338172108956833,-1.9540853705156451
GTEX-Q2AG-2725,-1.8653546195670125,0.6422568652499142,1.2230977543170987
GTEX-1LVAM-2025,-0.4837751986653897,1.9303134212846829,-1.4465382226192933
GTEX-1H2FU-2425,-3.674363220744114,2.714744431712708,0.9596187890314061
GTEX-12ZZX-2125,-3.420722187042696,3.2585778416935725,0.1621443453491229
GTEX-14PKU-1425,-2.3176559508054377,1.848361113230701,0.46929483757473645
GTEX-13W3W-1425,-3.1031175791667973,0.9370384442029089,2.166079134963888
GTEX-1J1OQ-1725,-4.7040799347939855,3.32107049460458,1.3830094401894049
GTEX-14BIN-1525,-0.8452696696349784,1.5918721806654028,-0.7466025110304242
GTEX-1S82U-1225,-2.433728052571603,1.9334282805686454,0.5002997720029574
GTEX-15DDE-2425,-2.5487612385868355,2.9065317702720948,-0.3577705316852601
GTEX-13U4I-1925,-0.8891318728063231,1.5157214872638736,-0.6265896144575509
GTEX-XUW1-0225,-1.7793944755317987,2.0262918539380705,-0.24689737840627157
GTEX-RU72-2625,-1.4417783052346325,1.6102488513532778,-0.16847054611864576
GTEX-14PJM-2825,-1.6660967032877947,1.7465556494285273,-0.08045894614073254
GTEX-OHPK-2026,-1.2145334099488985,1.0292117240977952,0.18532168585110317
GTEX-XUZC-0925,-0.9957286470448173,0.7617537104425351,0.23397493660228183
GTEX-1I4MK-1425,-1.110394355147417,1.8988252191605408,-0.7884308640131241
GTEX-1R9JW-1325,-2.246262083994286,1.0523349251088916,1.193927158885394
GTEX-UPIC-1525,-1.97141346796314,1.9746533561296533,-0.0032398881665130575
GTEX-13PL6-2225,-4.4490004058145844,2.9360195695610076,1.5129808362535764
GTEX-183WM-2025,-1.7047922507464948,1.3654416568041534,0.33935059394234135
GTEX-1CB4H-2725,-0.9869081323656503,1.880023402768831,-0.8931152704031802
GTEX-1F88E-2125,-2.731132122366274,2.3269383895055267,0.40419373286074695
GTEX-1AMFI-1625,-1.9909818016714156,1.8105099339640804,0.18047186770733514
GTEX-P78B-2525,1.4283767004262118,0.9442166104035555,-2.3725933108297674
GTEX-13PVR-1325,-2.7677151354012235,2.3656113954607156,0.40210373994050774
GTEX-147F3-1425,-3.5021210345333778,2.4051733471384176,1.09694768739496
GTEX-1QP28-1525,-0.8954075851652946,1.3942167356756232,-0.4988091505103286
GTEX-13QJC-1725,-2.430783158128751,1.6943091934777987,0.736473964650952
GTEX-17HG3-1925,-2.0024873897321713,2.2861769613486294,-0.2836895716164579
GTEX-19HZE-2425,-1.6760740785966548,2.1455722240854724,-0.46949814548881746
GTEX-X4EO-2325,-0.60842450146562,1.7911312372747468,-1.1827067358091272
GTEX-1LKK1-1725,-1.7878780604708464,1.7227041610448632,0.06517389942598288
GTEX-ZXES-0725,-0.8481012590567114,1.9232656736831792,-1.075164414626468
GTEX-WXYG-1325,-5.071607064720846,2.621554653313297,2.4500524114075493
GTEX-1GN1U-2525,-1.8946878541440166,1.9393383800246902,-0.04465052588067354
GTEX-14AS3-1825,-2.780483201444294,2.279593360548107,0.500889840896187
GTEX-15SHU-2825,-2.3967578786655315,1.7515190764836397,0.6452388021818917
GTEX-1RDX4-0725,-3.124752575074686,1.238096863039492,1.8866557120351939
GTEX-W5X1-2125,-2.7726195860539047,2.1844283184276905,0.5881912676262145
GTEX-145ME-1325,-1.9078498626265674,1.4588209542294877,0.44902890839707993
GTEX-13D11-1225,-1.5779367338087138,1.7955618284585826,-0.21762509464986904
GTEX-P4PP-2025,1.1918945021280296,0.4667316021102853,-1.658626104238315
GTEX-RTLS-2425,-2.5943396865634276,1.8153391727128505,0.7790005138505767
GTEX-16NGA-0625,-2.6312662696396742,2.201818990851197,0.4294472787884772
GTEX-XOT4-2825,-2.763331109860212,2.6851776030607075,0.07815350679950418
GTEX-14PJ6-1525,0.03511897623543651,0.9390079991505963,-0.9741269753860332
GTEX-14BIM-2225,-2.3203786429110074,2.082931623333184,0.23744701957782322
GTEX-PWO3-3125,1.56601543088611,0.6762147015068537,-2.2422301323929643
GTEX-ZPIC-1225,-3.321708428122513,2.6592667537802646,0.6624416743422478
GTEX-13FTX-1025,-3.7868586201783776,2.6064765315775857,1.180382088600792
GTEX-11EMC-1825,-1.409223036982707,1.7622211475696954,-0.35299811058698866
GTEX-TSE9-2625,-1.1406154893931906,1.6701681535876398,-0.5295526641944495
GTEX-1IDJE-1325,1.3474808877591244,-4.802909972232912,3.4554290844737876
GTEX-QCQG-1325,1.443327865907397,2.1560859285730314,-3.5994137944804288
GTEX-S4UY-1225,-4.143557777069838,2.7457308799639892,1.3978268971058487
GTEX-1K9T9-2525,-2.3220194648544945,2.3331821070574645,-0.011162642202970152
GTEX-1HSGN-2325,-4.940193947253598,3.1296192815167205,1.8105746657368766
GTEX-1A8FM-2325,-2.0546690148258935,1.9438318424048757,0.11083717242101748
GTEX-11ZTS-2325,-0.409698877829798,1.7536049454027631,-1.3439060675729655
GTEX-ZTPG-2025,-1.7198195019668332,2.204613753801537,-0.48479425183470337
GTEX-16NPV-2225,-2.3601909798286598,1.5744344117525368,0.7857565680761227
GTEX-WRHU-1925,-2.5598771583772124,1.6869748917531036,0.8729022666241086
GTEX-15DCD-2225,-2.7280010812533777,2.1757669348190554,0.5522341464343222
GTEX-Y3IK-2125,-1.6030615814252687,1.9021786129503295,-0.2991170315250611
GTEX-1GMR8-2425,-1.769087353631531,1.2439261342838372,0.5251612193476934
GTEX-ZLWG-1025,-1.0257255937963472,1.5527117870547282,-0.526986193258381
GTEX-17F9Y-2425,-4.075558021818079,1.0946597545411332,2.9808982672769457
GTEX-PX3G-2025,-1.4700251855748878,1.627260599378156,-0.15723541380326816
GTEX-1HCU6-2425,-0.7163604188409899,1.3676940424712523,-0.6513336236302626
GTEX-1R9PN-0525,0.3731314122316232,1.269006885119169,-1.6421382973507925
GTEX-QVJO-2925,0.8083771911541199,1.0427163756642672,-1.8510935668183872
GTEX-12WSK-2025,-1.9558504414671818,2.3399311371315723,-0.38408069566439085
GTEX-15CHC-2025,-2.048347057504081,1.4184704189669421,0.6298766385371388
GTEX-YFC4-2825,-1.9546256234832908,1.7227597966510146,0.2318658268322762
GTEX-1NUQO-1925,-0.5019438805028403,-0.04686956669828105,0.5488134472011214
GTEX-113JC-2225,-1.4315642848087422,1.4832555279906134,-0.05169124318187122
GTEX-1JN1M-2225,-1.2094209813024834,1.81251846459672,-0.6030974832942367
GTEX-1PBJI-2325,-0.5900750007586999,0.32590577476742416,0.26416922599127574
GTEX-13X6H-1225,-0.6452538465772889,1.264825189347037,-0.619571342769748
GTEX-1LGRB-2225,-3.9371870062028442,2.9796823635231546,0.957504642679689
GTEX-S341-1025,-5.040018236930064,2.167193075846317,2.872825161083746
GTEX-1LH75-1625,-2.972237667774047,1.399533418247361,1.572704249526686
GTEX-1N7R6-2025,-1.329532840610727,1.5178699330096912,-0.18833709239896412
GTEX-PWCY-1425,-1.8116250678011263,1.9615705504895546,-0.1499454826884283
GTEX-T2IS-2225,-0.4134596769225102,1.4173941619221702,-1.00393448499966
GTEX-SN8G-2525,-2.6303678867912454,1.7986260374979215,0.8317418492933247
GTEX-13OVJ-2325,-2.287335510537892,1.9694149534708483,0.31792055706704336
GTEX-1MCC2-1225,0.12086385888580976,1.02287004379023,-1.1437339026760398
GTEX-1CAMS-2025,-1.8966097660084242,1.8504218594946036,0.046187906513820286
